seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score,time,memory
10,10,7,0.9938,4.08,112804
11,10,7,0.9938,0.66,68800
12,10,7,0.9938,0.65,69120
13,10,7,0.9938,0.65,69120
14,10,7,0.9938,0.64,74836
15,10,7,0.9938,0.66,69120
16,10,7,0.9938,0.65,69120
17,10,7,0.9938,0.65,69120
18,10,7,0.9938,0.66,75152
19,10,7,0.9938,0.65,69120
20,10,7,0.9938,0.65,69120
21,10,7,0.9938,0.67,69120
22,10,7,0.9938,0.66,68800
23,10,7,0.9938,0.66,69120
24,10,7,0.9938,0.66,68800
25,10,7,0.9938,0.66,68800
26,10,7,0.9938,0.65,68800
27,10,7,0.9938,0.66,69120
28,10,7,0.9938,0.64,69120
29,10,7,0.9938,0.66,69120
30,10,7,0.9938,0.65,69120
10,11,7,0.9936,3.25,106156
11,11,7,0.9937,1.87,94696
12,11,7,0.9937,0.65,69120
13,11,7,0.9937,0.67,68800
14,11,7,0.9937,0.65,75148
15,11,7,0.9937,0.65,69120
16,11,7,0.9937,0.65,68800
17,11,7,0.9937,0.66,69120
18,11,7,0.9937,0.65,69120
19,11,7,0.9937,0.66,69120
20,11,7,0.9937,0.65,69120
21,11,7,0.9937,0.64,69120
22,11,7,0.9937,0.65,69120
23,11,7,0.9937,0.65,69120
24,11,7,0.9937,0.64,69120
25,11,7,0.9937,0.65,69120
26,11,7,0.9937,0.66,68800
27,11,7,0.9937,0.65,68800
28,11,7,0.9937,0.66,69120
29,11,7,0.9937,0.65,69120
30,11,7,0.9937,0.65,68800
10,12,7,0.9928,2.74,88148
11,12,7,0.9928,1.58,91148
12,12,7,0.992,1.61,100152
13,12,7,0.992,0.66,69120
14,12,7,0.992,0.65,69120
15,12,7,0.992,0.65,69120
16,12,7,0.992,0.65,68800
17,12,7,0.992,0.65,68800
18,12,7,0.992,0.65,69120
19,12,7,0.992,0.66,69120
20,12,7,0.992,0.65,75152
21,12,7,0.992,0.65,68800
22,12,7,0.992,0.66,69120
23,12,7,0.992,0.66,69120
24,12,7,0.992,0.66,69120
25,12,7,0.992,0.65,69120
26,12,7,0.992,0.66,68800
27,12,7,0.992,0.66,69120
28,12,7,0.992,0.66,68800
29,12,7,0.992,0.65,69120
30,12,7,0.992,0.65,69120
10,13,7,0.9927,2.39,93800
11,13,7,0.993,1.43,86760
12,13,7,0.9923,1.58,91724
13,13,7,0.1468,1.47,102816
14,13,7,0.1468,0.66,69120
15,13,7,0.1468,0.66,69120
16,13,7,0.1468,0.64,68800
17,13,7,0.1468,0.66,69120
18,13,7,0.1468,0.65,68800
19,13,7,0.1468,0.66,69120
20,13,7,0.1468,0.65,69120
21,13,7,0.1468,0.65,75520
22,13,7,0.1468,0.66,69120
23,13,7,0.1468,0.65,69120
24,13,7,0.1468,0.66,69120
25,13,7,0.1468,0.65,68800
26,13,7,0.1468,0.66,69120
27,13,7,0.1468,0.66,69120
28,13,7,0.1468,0.69,69120
29,13,7,0.1468,0.64,69120
30,13,7,0.1468,0.66,69120
10,14,7,0.9924,2.13,91324
11,14,7,0.9916,1.33,84424
12,14,7,0.9918,1.53,85036
13,14,7,0.1467,1.35,90404
14,14,7,0.1198,1.4,102504
15,14,7,0.1198,0.65,69120
16,14,7,0.1198,0.66,68800
17,14,7,0.1198,0.65,69120
18,14,7,0.1198,0.66,69120
19,14,7,0.1198,0.66,68800
20,14,7,0.1198,0.65,69120
21,14,7,0.1198,0.65,69120
22,14,7,0.1198,0.66,69120
23,14,7,0.1198,0.65,75156
24,14,7,0.1198,0.65,68800
25,14,7,0.1198,0.65,68800
26,14,7,0.1198,0.65,69120
27,14,7,0.1198,0.66,69120
28,14,7,0.1198,0.66,69120
29,14,7,0.1198,0.67,69120
30,14,7,0.1198,0.65,68800
10,15,7,0.9928,1.99,89456
11,15,7,0.9922,1.28,81904
12,15,7,0.9913,1.5,82092
13,15,7,0.1465,1.39,86656
14,15,7,0.1197,1.31,90404
15,15,7,0.1198,1.4,104488
16,15,7,0.1198,0.65,69120
17,15,7,0.1198,0.67,69120
18,15,7,0.1198,0.66,69120
19,15,7,0.1198,0.66,69120
20,15,7,0.1198,0.65,68800
21,15,7,0.1198,0.65,75156
22,15,7,0.1198,0.65,69120
23,15,7,0.1198,0.66,74836
24,15,7,0.1198,0.65,68800
25,15,7,0.1198,0.65,69120
26,15,7,0.1198,0.65,69120
27,15,7,0.1198,0.64,69120
28,15,7,0.1198,0.65,69120
29,15,7,0.1198,0.65,68800
30,15,7,0.1198,0.65,69120
10,16,7,0.9913,1.82,87844
11,16,7,0.9917,1.38,81352
12,16,7,0.811,1.38,81296
13,16,7,0.1464,1.36,82144
14,16,7,0.1197,1.3,84100
15,16,7,0.1197,1.31,91788
16,16,7,0.1166,1.39,104240
17,16,7,0.1166,0.66,69120
18,16,7,0.1166,0.68,75156
19,16,7,0.1166,0.66,69120
20,16,7,0.1166,0.66,69120
21,16,7,0.1166,0.65,69120
22,16,7,0.1166,0.66,69120
23,16,7,0.1166,0.65,69120
24,16,7,0.1166,0.66,69120
25,16,7,0.1166,0.65,69120
26,16,7,0.1166,0.66,69120
27,16,7,0.1166,0.66,69120
28,16,7,0.1166,0.66,69120
29,16,7,0.1166,0.65,69120
30,16,7,0.1166,0.66,68800
10,17,7,0.9903,1.71,87944
11,17,7,0.9901,1.49,81448
12,17,7,0.1422,1.36,79652
13,17,7,0.1463,1.27,81644
14,17,7,0.1197,1.31,81112
15,17,7,0.1165,1.31,86324
16,17,7,0.1165,1.32,91276
17,17,7,0.1166,1.38,103672
18,17,7,0.1166,0.66,69120
19,17,7,0.1166,0.67,68800
20,17,7,0.1166,0.66,68800
21,17,7,0.1166,0.65,69120
22,17,7,0.1166,0.66,69120
23,17,7,0.1166,0.66,69120
24,17,7,0.1166,0.66,69120
25,17,7,0.1166,0.66,69120
26,17,7,0.1166,0.66,68800
27,17,7,0.1166,0.65,68800
28,17,7,0.1166,0.66,69120
29,17,7,0.1166,0.66,69120
30,17,7,0.1166,0.66,69120
10,18,7,0.9881,1.64,77452
11,18,7,0.9875,1.51,80744
12,18,7,0.142,1.29,79688
13,18,7,0.1308,1.28,80920
14,18,7,0.1164,1.31,81456
15,18,7,0.1164,1.31,83604
16,18,7,0.1163,1.36,86556
17,18,7,0.1164,1.33,91180
18,18,7,0.1164,1.36,102356
19,18,7,0.1164,0.65,74832
20,18,7,0.1164,0.65,69120
21,18,7,0.1164,0.66,75152
22,18,7,0.1164,0.65,69120
23,18,7,0.1164,0.66,68800
24,18,7,0.1164,0.66,69120
25,18,7,0.1164,0.65,69120
26,18,7,0.1164,0.66,69120
27,18,7,0.1164,0.65,69120
28,18,7,0.1164,0.65,69120
29,18,7,0.1164,0.65,68800
30,18,7,0.1164,0.65,69120
10,19,7,0.9867,1.56,83304
11,19,7,0.9869,1.48,79932
12,19,7,0.1419,1.28,77820
13,19,7,0.1309,1.27,81120
14,19,7,0.1164,1.32,80936
15,19,7,0.1163,1.31,81044
16,19,7,0.1163,1.23,83664
17,19,7,0.1163,1.34,86324
18,19,7,0.1162,1.34,92864
19,19,7,0.1161,1.42,101396
20,19,7,0.1161,0.66,75152
21,19,7,0.1161,0.66,69120
22,19,7,0.1161,0.66,69120
23,19,7,0.1161,0.65,69120
24,19,7,0.1161,0.66,68800
25,19,7,0.1161,0.66,69120
26,19,7,0.1161,0.65,69120
27,19,7,0.1161,0.66,69120
28,19,7,0.1161,0.64,69120
29,19,7,0.1161,0.65,68800
30,19,7,0.1161,0.67,69120
10,20,7,0.9852,1.49,84532
11,20,7,0.1348,1.51,79276
12,20,7,0.1415,1.29,76360
13,20,7,0.1308,1.28,81112
14,20,7,0.1163,1.27,81436
15,20,7,0.1161,1.34,82052
16,20,7,0.1162,1.29,82864
17,20,7,0.116,1.28,86256
18,20,7,0.1161,1.35,92512
19,20,7,0.1159,1.37,90156
20,20,7,0.1159,1.37,99748
21,20,7,0.1159,0.66,68800
22,20,7,0.1159,0.65,68800
23,20,7,0.1159,0.66,69120
24,20,7,0.1159,0.66,69120
25,20,7,0.1159,0.66,68800
26,20,7,0.1159,0.65,69120
27,20,7,0.1159,0.66,68800
28,20,7,0.1159,0.65,69120
29,20,7,0.1159,0.64,69120
30,20,7,0.1159,0.66,74836
10,21,7,0.9837,1.45,83612
11,21,7,0.1346,1.48,79360
12,21,7,0.1305,1.3,76580
13,21,7,0.1307,1.29,79116
14,21,7,0.116,1.26,80548
15,21,7,0.116,1.3,79328
16,21,7,0.116,1.29,80756
17,21,7,0.1159,1.32,81732
18,21,7,0.1159,1.35,86184
19,21,7,0.1158,1.3,86540
20,21,7,0.1158,1.32,93040
21,21,7,0.1158,1.38,101356
22,21,7,0.1158,0.64,69120
23,21,7,0.1158,0.66,69120
24,21,7,0.1158,0.65,69120
25,21,7,0.1158,0.66,68800
26,21,7,0.1158,0.66,69120
27,21,7,0.1158,0.66,68800
28,21,7,0.1158,0.66,69120
29,21,7,0.1158,0.66,69120
30,21,7,0.1158,0.66,69120
10,22,7,0.9816,1.4,83212
11,22,7,0.1342,1.48,79604
12,22,7,0.1302,1.3,75852
13,22,7,0.1304,1.26,79192
14,22,7,0.1156,1.25,79180
15,22,7,0.1157,1.29,81224
16,22,7,0.1157,1.31,81076
17,22,7,0.1157,1.33,82448
18,22,7,0.1156,1.28,81508
19,22,7,0.1156,1.35,84112
20,22,7,0.1155,1.33,87612
21,22,7,0.1155,1.36,92132
22,22,7,0.1155,1.42,101700
23,22,7,0.1155,0.66,68800
24,22,7,0.1155,0.65,68800
25,22,7,0.1155,0.65,68800
26,22,7,0.1155,0.65,69120
27,22,7,0.1155,0.66,69120
28,22,7,0.1155,0.65,68800
29,22,7,0.1155,0.67,69120
30,22,7,0.1155,0.64,69120
10,23,7,0.98,1.34,81460
11,23,7,0.1341,1.46,78236
12,23,7,0.1186,1.28,75712
13,23,7,0.1301,1.25,79640
14,23,7,0.1154,1.29,78544
15,23,7,0.1153,1.25,78888
16,23,7,0.1155,1.27,80204
17,23,7,0.1154,1.29,80152
18,23,7,0.1154,1.31,80692
19,23,7,0.1153,1.29,82576
20,23,7,0.1153,1.3,83412
21,23,7,0.1154,1.33,86208
22,23,7,0.1153,1.29,92412
23,23,7,0.1152,1.36,101076
24,23,7,0.1152,0.66,68800
25,23,7,0.1152,0.65,69120
26,23,7,0.1152,0.66,69120
27,23,7,0.1152,0.66,75152
28,23,7,0.1152,0.65,69120
29,23,7,0.1152,0.66,68800
30,23,7,0.1152,0.66,69120
10,24,7,0.9769,1.32,75740
11,24,7,0.1334,1.5,77296
12,24,7,0.1179,1.28,76620
13,24,7,0.1114,1.27,78968
14,24,7,0.1111,1.3,79544
15,24,7,0.111,1.27,78296
16,24,7,0.1113,1.23,78556
17,24,7,0.1112,1.31,80188
18,24,7,0.111,1.29,78384
19,24,7,0.111,1.29,81000
20,24,7,0.111,1.28,84004
21,24,7,0.111,1.33,84956
22,24,7,0.111,1.35,84736
23,24,7,0.1109,1.33,90176
24,24,7,0.1109,1.38,99120
25,24,7,0.1109,0.66,69120
26,24,7,0.1109,0.65,69120
27,24,7,0.1109,0.66,68800
28,24,7,0.1109,0.65,68800
29,24,7,0.1109,0.65,69120
30,24,7,0.1109,0.66,69120
10,25,7,0.9759,1.29,81768
11,25,7,0.1334,1.45,77720
12,25,7,0.1178,1.27,75352
13,25,7,0.1113,1.24,77556
14,25,7,0.111,1.32,78240
15,25,7,0.1108,1.33,79524
16,25,7,0.1111,1.29,77968
17,25,7,0.1111,1.27,78664
18,25,7,0.1109,1.28,80384
19,25,7,0.111,1.28,78912
20,25,7,0.1107,1.28,81388
21,25,7,0.1108,1.31,82884
22,25,7,0.1107,1.32,85056
23,25,7,0.1107,1.36,85020
24,25,7,0.1106,1.3,90192
25,25,7,0.1106,1.41,99020
26,25,7,0.1106,0.65,69120
27,25,7,0.1106,0.66,68800
28,25,7,0.1106,0.66,69120
29,25,7,0.1106,0.65,69120
30,25,7,0.1106,0.66,68800
10,26,7,0.9738,1.26,80596
11,26,7,0.1331,1.44,78000
12,26,7,0.1111,1.28,75508
13,26,7,0.1112,1.26,77488
14,26,7,0.111,1.3,78524
15,26,7,0.1108,1.3,77916
16,26,7,0.111,1.26,79776
17,26,7,0.111,1.24,79248
18,26,7,0.1107,1.32,78836
19,26,7,0.1107,1.27,79192
20,26,7,0.1104,1.3,81188
21,26,7,0.1106,1.31,82320
22,26,7,0.1106,1.28,83008
23,26,7,0.1105,1.31,83876
24,26,7,0.1105,1.28,84536
25,26,7,0.1104,1.32,90436
26,26,7,0.1105,1.38,101968
27,26,7,0.1105,0.66,69120
28,26,7,0.1105,0.65,69120
29,26,7,0.1105,0.66,68800
30,26,7,0.1105,0.65,69120
10,27,7,0.9698,1.23,79264
11,27,7,0.1324,1.4,77540
12,27,7,0.1104,1.23,75016
13,27,7,0.1106,1.25,77136
14,27,7,0.1105,1.32,77920
15,27,7,0.1103,1.23,77880
16,27,7,0.1028,1.3,78496
17,27,7,0.1104,1.28,78108
18,27,7,0.1103,1.34,79196
19,27,7,0.1026,1.32,78752
20,27,7,0.1024,1.26,79472
21,27,7,0.1024,1.3,81684
22,27,7,0.1024,1.28,80568
23,27,7,0.1022,1.33,82152
24,27,7,0.1022,1.31,84016
25,27,7,0.102,1.35,83584
26,27,7,0.1021,1.33,88664
27,27,7,0.1018,1.4,100528
28,27,7,0.1018,0.66,69120
29,27,7,0.1018,0.66,68800
30,27,7,0.1018,0.66,68800
10,28,7,0.9662,1.22,78236
11,28,7,0.1321,1.38,76644
12,28,7,0.1105,1.26,75148
13,28,7,0.1105,1.26,76576
14,28,7,0.1104,1.32,78824
15,28,7,0.1103,1.33,78708
16,28,7,0.1027,1.25,77244
17,28,7,0.1104,1.28,78396
18,28,7,0.11,1.3,78960
19,28,7,0.1025,1.34,78668
20,28,7,0.1021,1.28,79808
21,28,7,0.1023,1.29,79612
22,28,7,0.1021,1.25,81312
23,28,7,0.1022,1.28,79320
24,28,7,0.1022,1.32,79288
25,28,7,0.102,1.31,83328
26,28,7,0.102,1.29,85744
27,28,7,0.1018,1.3,90340
28,28,7,0.1018,1.41,102088
29,28,7,0.1018,0.65,69120
30,28,7,0.1018,0.66,69120
10,29,7,0.9621,1.22,79620
11,29,7,0.1318,1.34,78332
12,29,7,0.1103,1.26,75960
13,29,7,0.1101,1.26,77232
14,29,7,0.11,1.25,76696
15,29,7,0.11,1.26,77144
16,29,7,0.1022,1.24,77888
17,29,7,0.1101,1.23,78048
18,29,7,0.1097,1.28,77600
19,29,7,0.102,1.28,76900
20,29,7,0.1018,1.29,79656
21,29,7,0.1019,1.25,80836
22,29,7,0.1016,1.3,79804
23,29,7,0.1017,1.29,78420
24,29,7,0.1017,1.29,77512
25,29,7,0.1015,1.31,81020
26,29,7,0.1013,1.33,84160
27,29,7,0.1013,1.31,86288
28,29,7,0.1012,1.36,92100
29,29,7,0.1011,1.37,101376
30,29,7,0.1011,0.66,69120
10,30,7,0.9594,1.28,77636
11,30,7,0.1316,1.36,77532
12,30,7,0.1097,1.24,75024
13,30,7,0.1024,1.26,77100
14,30,7,0.1099,1.27,76948
15,30,7,0.1098,1.22,76568
16,30,7,0.1021,1.27,77988
17,30,7,0.1027,1.24,77384
18,30,7,0.1097,1.29,77820
19,30,7,0.102,1.24,76880
20,30,7,0.1018,1.26,79840
21,30,7,0.1017,1.25,80444
22,30,7,0.1015,1.32,80040
23,30,7,0.1017,1.32,79208
24,30,7,0.1015,1.24,78336
25,30,7,0.1014,1.27,80412
26,30,7,0.101,1.31,82120
27,30,7,0.1012,1.26,85308
28,30,7,0.1011,1.3,86004
29,30,7,0.1011,1.35,91464
30,30,7,0.1009,1.37,100000
10,31,7,0.957,1.32,77976
11,31,7,0.1313,1.27,76104
12,31,7,0.1092,1.26,74784
13,31,7,0.1023,1.25,76656
14,31,7,0.1098,1.28,78456
15,31,7,0.1096,1.26,77140
16,31,7,0.1019,1.25,77588
17,31,7,0.1024,1.26,77376
18,31,7,0.1024,1.29,76928
19,31,7,0.1019,1.26,77184
20,31,7,0.1016,1.26,79808
21,31,7,0.1016,1.26,78756
22,31,7,0.1013,1.26,80600
23,31,7,0.1015,1.28,77576
24,31,7,0.1012,1.26,78028
25,31,7,0.1012,1.26,79236
26,31,7,0.1007,1.33,80916
27,31,7,0.1009,1.31,82044
28,31,7,0.1007,1.38,83296
29,31,7,0.1007,1.34,85644
30,31,7,0.1003,1.32,88620
10,32,7,0.9541,1.39,77436
11,32,7,0.1309,1.28,76908
12,32,7,0.1088,1.27,74304
13,32,7,0.1017,1.25,75324
14,32,7,0.104,1.26,77316
15,32,7,0.1039,1.25,77456
16,32,7,0.1016,1.3,77420
17,32,7,0.1021,1.27,75984
18,32,7,0.1021,1.26,77164
19,32,7,0.1015,1.27,76672
20,32,7,0.1012,1.21,77956
21,32,7,0.1013,1.25,80536
22,32,7,0.101,1.3,79924
23,32,7,0.1013,1.29,78204
24,32,7,0.1007,1.24,77316
25,32,7,0.1008,1.24,77928
26,32,7,0.1003,1.26,79584
27,32,7,0.1004,1.26,82040
28,32,7,0.1002,1.25,82548
29,32,7,0.1003,1.27,83696
30,32,7,0.0999,1.3,85928
10,33,7,0.1615,1.42,76840
11,33,7,0.1304,1.29,76664
12,33,7,0.0986,1.24,73024
13,33,7,0.1011,1.3,75428
14,33,7,0.0987,1.25,76108
15,33,7,0.0987,1.32,77208
16,33,7,0.0991,1.25,76332
17,33,7,0.0988,1.24,76380
18,33,7,0.0989,1.26,77620
19,33,7,0.0986,1.24,78088
20,33,7,0.0982,1.25,78668
21,33,7,0.0983,1.22,76824
22,33,7,0.0979,1.25,79916
23,33,7,0.0984,1.27,80408
24,33,7,0.0979,1.3,77188
25,33,7,0.0977,1.28,77972
26,33,7,0.0975,1.28,79924
27,33,7,0.097,1.28,78872
28,33,7,0.0972,1.32,80292
29,33,7,0.0973,1.24,82036
30,33,7,0.0969,1.29,84840
10,34,7,0.1606,1.41,75564
11,34,7,0.13,1.35,75956
12,34,7,0.098,1.31,73188
13,34,7,0.1002,1.28,76296
14,34,7,0.0979,1.28,76400
15,34,7,0.0979,1.23,76824
16,34,7,0.0986,1.24,77280
17,34,7,0.0981,1.25,75564
18,34,7,0.0982,1.26,76968
19,34,7,0.0977,1.25,76456
20,34,7,0.0977,1.23,77108
21,34,7,0.0975,1.24,77408
22,34,7,0.0946,1.27,78160
23,34,7,0.095,1.24,76952
24,34,7,0.0945,1.21,76476
25,34,7,0.0943,1.24,77348
26,34,7,0.0938,1.24,79588
27,34,7,0.0935,1.24,79912
28,34,7,0.0939,1.25,81288
29,34,7,0.0939,1.28,82320
30,34,7,0.0936,1.28,82312
10,35,7,0.1599,1.47,76188
11,35,7,0.1144,1.3,77236
12,35,7,0.0974,1.32,75248
13,35,7,0.0993,1.28,75628
14,35,7,0.0972,1.28,76672
15,35,7,0.0971,1.24,77620
16,35,7,0.0978,1.23,75800
17,35,7,0.0974,1.24,76080
18,35,7,0.0974,1.26,75476
19,35,7,0.0966,1.23,76588
20,35,7,0.0966,1.24,78680
21,35,7,0.0967,1.31,77648
22,35,7,0.0937,1.23,78308
23,35,7,0.0939,1.25,77368
24,35,7,0.0936,1.26,76168
25,35,7,0.0931,1.22,76644
26,35,7,0.0931,1.31,78332
27,35,7,0.0925,1.25,79636
28,35,7,0.0928,1.23,80652
29,35,7,0.0927,1.26,81240
30,35,7,0.0925,1.28,81956
10,36,7,0.1584,1.47,75228
11,36,7,0.1019,1.26,76068
12,36,7,0.0967,1.23,74348
13,36,7,0.094,1.29,74976
14,36,7,0.0943,1.28,76196
15,36,7,0.0942,1.24,76832
16,36,7,0.0972,1.29,77012
17,36,7,0.0948,1.31,77656
18,36,7,0.095,1.25,76512
19,36,7,0.0937,1.26,77660
20,36,7,0.0938,1.25,77992
21,36,7,0.0936,1.22,77800
22,36,7,0.0932,1.24,79540
23,36,7,0.0933,1.21,76172
24,36,7,0.0926,1.24,75312
25,36,7,0.0925,1.24,77312
26,36,7,0.0926,1.22,77796
27,36,7,0.0919,1.26,79364
28,36,7,0.0924,1.24,80236
29,36,7,0.0918,1.24,80416
30,36,7,0.0919,1.29,79152
10,37,7,0.1573,1.46,76080
11,37,7,0.1011,1.23,76420
12,37,7,0.0961,1.27,72964
13,37,7,0.0936,1.26,75928
14,37,7,0.0937,1.23,75500
15,37,7,0.0937,1.24,76008
16,37,7,0.0937,1.23,75520
17,37,7,0.0944,1.23,76200
18,37,7,0.0937,1.23,76992
19,37,7,0.0924,1.24,75820
20,37,7,0.0927,1.24,76548
21,37,7,0.0923,1.21,77644
22,37,7,0.0921,1.25,78504
23,37,7,0.0927,1.25,75712
24,37,7,0.0918,1.22,76124
25,37,7,0.092,1.22,76808
26,37,7,0.0916,1.27,78636
27,37,7,0.0911,1.23,79924
28,37,7,0.0917,1.25,79856
29,37,7,0.0911,1.25,78512
30,37,7,0.0909,1.24,79212
10,38,7,0.1564,1.45,75856
11,38,7,0.1006,1.32,75416
12,38,7,0.0957,1.27,74168
13,38,7,0.093,1.29,76228
14,38,7,0.0931,1.23,77012
15,38,7,0.0931,1.22,75900
16,38,7,0.0927,1.23,75520
17,38,7,0.0936,1.23,75880
18,38,7,0.0932,1.22,77156
19,38,7,0.0919,1.27,75512
20,38,7,0.092,1.24,78424
21,38,7,0.0916,1.25,77832
22,38,7,0.0915,1.24,76572
23,38,7,0.0924,1.33,76156
24,38,7,0.0911,1.29,74836
25,38,7,0.0911,1.27,75188
26,38,7,0.0905,1.23,78756
27,38,7,0.0904,1.28,78516
28,38,7,0.0909,1.25,78224
29,38,7,0.0904,1.24,79316
30,38,7,0.0904,1.26,81248
10,39,7,0.1321,1.48,75932
11,39,7,0.1002,1.33,75224
12,39,7,0.095,1.24,72212
13,39,7,0.0926,1.28,75412
14,39,7,0.0924,1.27,75372
15,39,7,0.0922,1.24,76908
16,39,7,0.0917,1.26,75096
17,39,7,0.0926,1.24,75156
18,39,7,0.092,1.22,77016
19,39,7,0.0911,1.27,77732
20,39,7,0.0911,1.23,77516
21,39,7,0.0905,1.26,77220
22,39,7,0.0908,1.23,76416
23,39,7,0.0917,1.26,77260
24,39,7,0.0904,1.2,77340
25,39,7,0.09,1.26,76896
26,39,7,0.0898,1.26,78200
27,39,7,0.0895,1.25,77800
28,39,7,0.0898,1.25,79948
29,39,7,0.0894,1.25,78672
30,39,7,0.0893,1.24,79388
10,40,7,0.1313,1.46,75372
11,40,7,0.0994,1.25,75824
12,40,7,0.0944,1.24,75156
13,40,7,0.092,1.26,76248
14,40,7,0.0917,1.23,77708
15,40,7,0.0914,1.21,76076
16,40,7,0.0915,1.22,75864
17,40,7,0.0921,1.25,75464
18,40,7,0.0912,1.23,75988
19,40,7,0.0902,1.23,76468
20,40,7,0.09,1.22,75448
21,40,7,0.0899,1.2,77964
22,40,7,0.0903,1.23,77232
23,40,7,0.0911,1.23,75700
24,40,7,0.0897,1.23,76060
25,40,7,0.0894,1.23,76904
26,40,7,0.0893,1.22,78104
27,40,7,0.0886,1.25,78440
28,40,7,0.089,1.25,77536
29,40,7,0.0886,1.3,77504
30,40,7,0.0887,1.22,78904
